title,source_country,date,url
Les élections locales palestiniennes offrent à certains Gazaouis leur premier vote depuis des années,France,20260425T184500Z,https://www.zonebourse.com/actualite-bourse/les-elections-locales-palestiniennes-offrent-a-certains-gazaouis-leur-premier-vote-depuis-des-annees-ce7f59dcd981f520
Gazzedeki Filistinliler yerel seçimler için sandığa gitti,Turkey,20260425T143000Z,https://www.bursahakimiyet.com.tr/dunya/gazze-deki-filistinliler-yerel-secimler-icin-sandiga-gitti-1615505
"Gazzedeki Filistinliler , katil İsrailin saldırıları gölgesinde yerel seçimler için sandığa gitti",Turkey,20260425T154500Z,https://www.konhaber.com/guncel/gazze_deki_filistinliler_katil_israil_in_saldirilari_golgesinde_yerel_secimler_icin_sandiga_gitti-1997906h
Meeting of the Ad Hoc Liaison Committee for Palestine : An independent Palestine is key to stability in the Middle East,Syria,20260422T153000Z,https://www.globalsecurity.org/military/library/news/2026/04/mil-260421-govno01.htm
Filistindeki yerel seçimde oy sayma işlemleri devam ediyor,Turkey,20260425T220000Z,https://www.aa.com.tr/tr/dunya/filistindeki-yerel-secimde-oy-sayma-islemleri-devam-ediyor/3918141
"Filistin Devlet Başkanı Abbas , tüm zorluklara rağmen Filistinlilerin sandık başına gitmesinden memnun",Turkey,20260425T151500Z,https://www.haberler.com/guncel/filistin-devlet-baskani-abbas-tum-zorluklara-19781332-haberi/
Un jeune Palestinien tué par des tirs israéliens en Cisjordanie,France,20260412T040000Z,https://brignoles.maville.com/actu/actudet_-un-jeune-palestinien-tue-par-des-tirs-israeliens-en-cisjordanie-_fil-7276171_actu.Htm
Un jeune Palestinien tué par des tirs israéliens en Cisjordanie,France,20260412T063000Z,https://toulon.maville.com/actu/actudet_-un-jeune-palestinien-tue-par-des-tirs-israeliens-en-cisjordanie-_fil-7276171_actu.Htm
"Filistin Başbakanı Mustafa , ateşkese rağmen Gazzeye çok az insani yardım sağlandığına dikkati çekti",Turkey,20260420T164500Z,https://www.aa.com.tr/tr/dunya/filistin-basbakani-mustafa-ateskese-ragmen-gazzeye-cok-az-insani-yardim-saglandigina-dikkati-cekti/3912452
"Türkiye , Arap Birliği , İslam İşbirliği Teşkilatı ( İİT ) ve 18 ülkeden ortak açıklama",Turkey,20260224T001500Z,http://www.haberler.com/politika/turkiye-israil-in-bati-seria-politikalarini-kinadi-19595741-haberi/
"Türkiye , Arap Birliği , İİT ve 18 ülkeden Batı Şeria açıklaması",Turkey,20260224T003000Z,https://www.trthaber.com/haber/gundem/turkiye-arap-birligi-iit-ve-18-ulkeden-bati-seria-aciklamasi-935292.html
"Türkiye , Arap Birliği , İİT ve 18 ülkeden Batı Şeria açıklaması",Turkey,20260223T211500Z,https://www.bursadabugun.com/haber/turkiye-arap-birligi-iit-ve-18-ulkeden-bati-seria-aciklamasi-1894521.html
Cisjordanie  : deux Palestiniens tués par larmée israélienne,France,20260330T160000Z,https://www.lemonde.fr/guerre-au-proche-orient/article/2026/03/30/cisjordanie-deux-palestiniens-tues-par-l-armee-israelienne_6675469_6325529.html
Filistinde yıllar sonra yapılan seçimlerde  Abbas  üstünlüğü,Turkey,20260426T161500Z,https://haber.mynet.com/filistin-de-yillar-sonra-yapilan-secimlerde-abbas-ustunlugu-110107290860
İsrail ordusu Batı Şeriada 6 Filistinliyi yaraladı,Turkey,20260426T093000Z,https://www.bursahakimiyet.com.tr/gundem/israil-ordusu-bati-seria-da-6-filistinliyi-yaraladi-1615682
埃及批以色列對約旦河西岸新法 意圖併吞巴人領土 | 國際,Taiwan,20260211T084500Z,https://www.cna.com.tw:443/news/aopl/202602110217.aspx
埃及批以色列對約旦河西岸新法 意圖併吞巴人領土 | 國際,Taiwan,20260211T084500Z,https://www.cna.com.tw/news/aopl/202602110217.aspx
Filistin topraklarını gasbeden İsraillilerin Batı Şeriada düzenlediği saldırılarda 10 Filistinli yaralandı,Turkey,20260406T190000Z,https://www.aa.com.tr/tr/dunya/filistin-topraklarini-gasbeden-israillilerin-bati-seriada-duzenledigi-saldirilarda-10-filistinli-yaralandi/3894332
停火进程陷入停滞 ， 加沙时隔21年举行市政选举,China,20260426T173000Z,https://baijiahao.baidu.com/s?id=1863520916276646748
"Mısır Dışişleri Bakanı :  Tüm gözler Gazzeye çevrilmişken İsrail , Batı Şeriada gerilimi tırmandırıyor  ",Turkey,20260219T040000Z,http://www.haberler.com/guncel/misir-disisleri-bakani-abdulati-den-israil-e-sert-elestiriler-19581600-haberi/
"Mısır Dışişleri Bakanı :  Tüm gözler Gazzeye çevrilmişken İsrail , Batı Şeriada gerilimi tırmandırıyor  ",Turkey,20260219T033000Z,https://www.haberler.com/guncel/misir-disisleri-bakani-abdulati-den-israil-e-sert-elestiriler-19581600-haberi/
Lokalval i Gaza – första gången på 20 år,Sweden,20260425T071500Z,https://nyheter24.se/nyheter/utrikes/1478196-lokalval-i-gaza-forsta-gangen-pa-20-ar
歐洲多國 、 歐盟及加國譴責 ： 以色列屯墾區恐怖主義 | 國際 | 三立新聞網 SETN . COM,Taiwan,20260322T141500Z,https://www.setn.com/News.aspx?NewsID=1811131
"İsrail ordusu , Filistinli gençleri gözaltına aldı",Turkey,20260414T123000Z,https://www.ensonhaber.com/gundem/israil-ordusu-filistinli-gencleri-gozaltina-aldi
"Filistin Başbakanı Mustafa , ateşkese rağmen Gazzeye çok az insani yardım sağlandığına dikkati çekti",Turkey,20260420T154500Z,https://www.haberler.com/guncel/filistin-basbakani-gazze-deki-insani-durum-kotulesiyor-19767682-haberi/
Izraeli támadásokban meghalt sok palesztin a Gázai övezetben és Ciszjordániában,United States,20260316T110000Z,https://ujszo.com/kulfold/izraeli-tamadasokban-meghalt-sok-palesztin-a-gazai-ovezetben-es-ciszjordaniaban
Filistin sandık başında ! Gazzede 2005  ten bu yana ilk yerel seçim,Turkey,20260425T144500Z,https://www.posta.com.tr/dunya/filistin-sandik-basinda-gazzede-2005ten-bu-yana-ilk-yerel-secim-2986123
"Gazzedeki Filistinliler , İsrailin yol açtığı yıkımın gölgesinde yerel seçimler için sandığa gitti",Turkey,20260425T134500Z,https://www.haberler.com/guncel/gazze-deki-filistinliler-israil-in-yol-actigi-19781160-haberi/
戰後首場 ！ 加薩20年來首次投票 選民嘆 ： 我們只想重建 | ETtoday國際新聞,Taiwan,20260426T051500Z,https://www.ettoday.net/news/20260426/3155541.htm
"Filistin Dışişleri Bakanı Ağabekyan , Gazzede ateşkese rağmen  acıların devam ettiğini  belirtti",Turkey,20260428T170000Z,https://www.haberler.com/guncel/filistin-disisleri-bakani-agabekyan-gazze-de-19788568-haberi/
Modi government has betrayed traditional Indian principles by its  silence  on Gaza war impact : Jairam Ramesh,India,20260423T231500Z,https://news.webindia123.com/news/Articles/India/20260424/4442865.html
"Ürdün ile Endonezya , İsrailin Gazze ve Batı Şeriadaki şiddetine son verme çağrısı yaptı",Turkey,20260225T190000Z,https://www.haberler.com/guncel/urdun-ve-endonezya-dan-filistin-e-destek-19601592-haberi/
İsrailin Gazzeye saldırıları aralıksız devam ediyor,Turkey,20260301T203000Z,https://www.yeniasya.com.tr/dunya/israil-in-gazze-ye-saldirilari-araliksiz-devam-ediyor_619995
Modi government has betrayed traditional Indian principles by its  silence  on Gaza war impact : Jairam Ramesh,India,20260424T013000Z,https://aninews.in/news/national/general-news/modi-government-has-betrayed-traditional-indian-principles-by-its-silence-on-gaza-wars-impact-jairam-ramesh20260424025153/
স্থানীয় নির্বাচনে ভোট দিচ্ছেন ফিলিস্তিনিরা,Bangladesh,20260425T120000Z,https://www.risingbd.com/international/news/647478
وسط غياب رسمي لحماس : ماذا نعرف عن الانتخابات المحلية في الضفة الغربية وغزة ؟ ,Libya,20260425T224500Z,https://alwasat.ly/news/bbc/c1d9v9xv2wvo
"Des Palestiniens votent pour les municipales , premier scrutin depuis la guerre à Gaza",Canada,20260425T150000Z,https://www.ledevoir.com/monde/moyen-orient/974975/palestiniens-votent-municipales-premier-scrutin-depuis-guerre-gaza
阻断物资援助 ， 以色列将水资源武器化被批 _ 新闻频道 _ 中华网,China,20260430T020000Z,https://news.china.com/international/1000/20260430/49463050.html
"Türkiye , Arap Birliği , İslam İşbirliği Teşkilatı ( İİT ) ve 18 ülkeden ortak açıklama",Turkey,20260224T094500Z,https://www.timeturk.com/dunya/turkiye-arap-birligi-islam-isbirligi-teskilati-iit-ve-18-ulkeden-ortak-aciklama-haber-1829040
Filistinde gözler seçim sonuçlarında ! ,Turkey,20260426T054500Z,https://www.haber7.com/dunya/haber/3623014-filistinde-gozler-secim-sonuclarinda
歐洲多國 、 歐盟及加拿大譴責 ： 以色列屯墾區恐怖主義 | 國際,Taiwan,20260322T083000Z,https://www.cna.com.tw:443/news/aopl/202603220104.aspx
西方多国谴责以色列 搞定居点恐怖主义 | 国际,Malaysia,20260322T083000Z,https://www.orientaldaily.com.my/news/international/2026/03/22/805794
Filistinliler Gazze Savaşı  ndan beri ilk kez sandık başında,Germany,20260425T123000Z,https://www.dw.com/tr/filistinliler-gazze-sava%C5%9F%C4%B1ndan-beri-ilk-kez-sand%C4%B1k-ba%C5%9F%C4%B1nda/a-76932353
Filistin topraklarını gasbeden İsrailliler Batı Şeriada Filistinli bir aileye saldırdı,Turkey,20260406T173000Z,https://www.haberler.com/guncel/israil-in-bati-seria-daki-saldirilari-artiyor-19722959-haberi/
"Guerre au Moyen - Orient  : 21 ans après , Israël rétablit une colonie illégale à Sa - Nour , en Cisjordanie occupée",France,20260419T220000Z,https://www.leparisien.fr/international/israel/guerre-au-moyen-orient-21-ans-apres-israel-retablit-une-colonie-illegale-a-sa-nour-en-cisjordanie-occupee-19-04-2026-2S76IEK25JBKLHJRADPZUGBFJI.php
戦禍が治まらないパレスチナの今は … フェアトレードで元気を送る女性が語る 守りたい 「 当たり前の暮らし 」： 東京新聞デジタル,Japan,20260415T010000Z,https://www.tokyo-np.co.jp:443/article/481779
默茨警告以不要吞并约旦河西岸 盟友罕见谴责 _ 军事频道 _ 中华网,China,20260312T023000Z,https://military.china.com/news/13004177/20260312/49314826.html
Filistinde gözler yerel seçim sonuçlarında,Turkey,20260426T093000Z,https://www.bursahakimiyet.com.tr/dunya/filistin-de-gozler-yerel-secim-sonuclarinda-1615667
中国代表呼吁以色列停止定居点活动和蚕食巴勒斯坦领土 - 新华网,China,20260219T051500Z,http://www.xinhuanet.com/20260219/1c5248cf214848bca1ab018211013870/c.html
الرئيس محمود عباس يُؤكد أهمية الموقف الدولي حيال القرارات الإسرائيلية في الضفة الغربية,Israel,20260211T190000Z,https://pnn.ps/news/719874
中国代表呼吁以色列停止定居点活动和蚕食巴勒斯坦领土,China,20260219T080000Z,http://www.81.cn/ss_208539/16443837.html
Filistin Dışişleri Bakanı Antalyadan dünyaya seslendi : Soykırım halen devam ediyor,Turkey,20260421T011500Z,https://www.turkiyegazetesi.com.tr/dunya/filistin-disisleri-bakani-antalyadan-dunyaya-seslendi-soykirim-halen-devam-ediyor-1785463
Cisjordanie occupée | Israël rétablit une colonie qui avait été évacuée en 2005,Canada,20260419T213000Z,https://www.lapresse.ca/international/moyen-orient/2026-04-19/cisjordanie-occupee/israel-retablit-une-colonie-qui-avait-ete-evacuee-en-2005.php
Türkiye dahil 19 ülkeden İsraile tepki : Her türlü ilhaka karşıyız,Turkey,20260224T010000Z,https://www.ensonhaber.com/gundem/turkiye-dahil-19-ulkeden-israile-tepki-her-turlu-ilhaka-karsiyiz
以色列又要打一场仗吗 八国谴责领土扩张 _ 军事频道 _ 中华网,China,20260214T081500Z,https://military.china.com/news/13004177/20260214/49252608.html
İsrailin ateşkesi ihlal ederek Gazzede sivilleri hedef aldığı saldırıda 3 Filistinli hayatını kaybetti,Turkey,20260226T170000Z,https://www.aa.com.tr/tr/dunya/israilin-ateskesi-ihlal-ederek-gazzede-sivilleri-hedef-aldigi-saldirida-3-filistinli-hayatini-kaybetti/3840950
"Türkiye , Arap Birliği , İİT ve 18 ülke , İsrailin Batı Şeriaya ilişkin kararlarını en glü şekilde kınadı",Turkey,20260223T230000Z,https://www.konhaber.com/guncel/turkiye_arap_birligi_iit_ve_18_ulke_israil_in_bati_seria_ya_iliskin_kararlarini_en_guclu_sekilde_kinadi-1992316h
Batı Şeriada İsrail vahşeti ! Filistinli aileye yol ortasında alçak saldırı ! ,Turkey,20260406T173000Z,https://www.yeniakit.com.tr/haber/bati-seriada-israil-vahseti-filistinli-aileye-yol-ortasinda-alcak-saldiri-1993854.html
İsrailin bir sonraki sömürgecilik aşamasının öngörülen beş aşaması,Turkey,20260331T080000Z,https://www.haksozhaber.net/israilin-bir-sonraki-somurgecilik-asamasinin-ongorulen-bes-asamasi-202130h.htm
"SDG 6 in Palestine : Water , Sanitation and Life Under Blockade",United States,20260406T110000Z,https://borgenproject.org/sdg-6-in-palestine/
破坏供水设施 ， 阻断物资援助 ， 以色列将水资源武器化被多方批评,China,20260430T030000Z,https://baijiahao.baidu.com/s?id=1863845713190126428
Taking sides : on Prime Minister Narendra Modi visit to Israel,India,20260226T191500Z,https://www.thehindu.com/opinion/editorial/taking-sides-on-prime-minister-narendra-modis-visit-to-israel/article70680503.ece
Nathan Shachar : Självstyret vill visa sig värdigt united states : s stöd,Sweden,20260425T151500Z,https://www.dn.se/varlden/nathan-shachar-palestinska-lokalval-har-stor-symbolisk-betydelse-men-liten-praktisk/
عباس : قرارات إسرائيل في الضفة تتطلب موقفا أمريكيا حاسما,Egypt,20260211T161500Z,https://www.shorouknews.com/news/view.aspx?cdate=11022026&id=58055a83-7a85-4b38-a3be-20345e2a7b0f
Filistin topraklarını gasbeden İsraillilerin Batı Şeriadaki saldırılarında 8 Filistinli yaralandı,Turkey,20260322T220000Z,https://www.haberler.com/guncel/israilli-saldirilarda-8-filistinli-yaralandi-19680075-haberi/
Israel kills Palestinian man in Gaza as it deepens West Bank occupation,Israel,20260209T111500Z,https://www.middleeasteye.net/news/israel-kills-palestinians-gaza-cabinet-deepens-west-bank-annexation-measures
Filistin topraklarını gasbeden İsraillilerin Tubastaki saldırısında bazı Filistinliler yaralandı,Turkey,20260326T103000Z,https://www.bursadabugun.com/haber/filistin-topraklarini-gasbeden-israillilerin-tubas-taki-saldirisinda-bazi-filistinliler-yaralandi-1905948.html
"Filistin topraklarını gasbeden silahlı İsrailliler , Batı Şeriada Filistinli 1 genci öldürdü",Turkey,20260411T161500Z,https://www.haberler.com/guncel/israilli-askerlerin-deyr-cirir-koyunde-filistinli-genci-oldurmesi-19740235-haberi/
İsrailin Gazzeye saldırılarında can kaybı 72 bin 315  e yükseldi,Turkey,20260408T144500Z,https://www.aa.com.tr/tr/dunya/israilin-gazzeye-saldirilarinda-can-kaybi-72-bin-315e-yukseldi/3898105
Palestinci so se prvič po začetku vojne v Gazi odpravili na lokalne volitve,Slovenia,20260425T154500Z,https://www.rtvslo.si/svet/palestinci-so-se-prvic-po-zacetku-vojne-v-gazi-odpravili-na-lokalne-volitve/780514
Cisjordanie  : Quatre membres dune famille tués par les forces de sécurité israéliennes,France,20260315T110000Z,https://www.20minutes.fr/monde/israel/4206219-20260315-cisjordanie-quatre-membres-famille-tues-forces-securite-israeliennes
دراسة | إقرار  السيادة  على الضفة الغربية .. تحوّل استراتيجي في عقيدة الأمن لدى الكيان الإسرائيلي – قناة المنار,Lebanon,20260217T073000Z,https://www.almanar.com.lb/article/564297/
ارتفاع ضحايا الإبادة الإسرائيلية في غزة إلى 72 ألف شهيد فلسطيني,Egypt,20260222T114500Z,https://www.vetogate.com/5600106
"Une trêve fragile est en vigueur à Gaza depuis le 10 octobre 2025 , après deux ans dune guerre sans précédent . En Cisjordanie occupée , Israël continue la colonisation . ",Luxembourg,20260502T194500Z,https://www.lessentiel.lu/fr/story/conflit-en-palestine-rome-exige-la-liberation-immediate-des-italiens-de-la-flottille-832644009510
Gazze 2005  ten bu yana ilk kez sandık başına gidiyor,Cyprus,20260423T163000Z,https://www.kibrispostasi.com/c37-DUNYA/n599840-gazze-2005ten-bu-yana-ilk-kez-sandik-basina-gidiyor
Filistin topraklarını gasbeden İsraillilerin açtığı ateş sonucu Batı Şeriada 2 Filistinli hayatını kaybetti,Turkey,20260308T053000Z,https://www.haberler.com/guncel/ramallah-ta-israil-saldirisinda-2-filistinli-hayatini-kaybetti-19635905-haberi/
Filistin topraklarını gasbeden İsraillilerin açtığı ateş sonucu Batı Şeriada 2 Filistinli hayatını kaybetti,Turkey,20260308T063000Z,http://www.haberler.com/guncel/ramallah-ta-israil-saldirisinda-2-filistinli-hayatini-kaybetti-19635905-haberi/
Västbanken : Två uppges dödade av bosättare,Sweden,20260302T141500Z,https://www.aftonbladet.se/nyheter/a/43oG0q/vastbanken-tva-uppges-dodade-av-bosattare
  الإحصاء : ارتفاع أسعار المستهلك في فلسطين بنسبة 12 . 02 % – تلفزيون الفجر,Israel,20260312T100000Z,https://alfajertv.com/cocktail/economy/722207.html
Cisjordanie  : quatre membres dune famille tués par larmée israélienne,France,20260315T064500Z,https://www.lemonde.fr/international/article/2026/03/15/cisjordanie-quatre-membres-d-une-famille-tues-par-l-armee-israelienne_6671242_3211.html
Guterres says rule of law  outmuscled  ,China,20260225T024500Z,http://usa.chinadaily.com.cn/a/202602/25/WS699e5106a310d6866eb3a1e8.html
بداية جديدة .. الفلسطينيون يقترعون في أول اختبار انتخابي بعد الحرب,Egypt,20260425T121500Z,https://www.dostor.org/5523952
"Gazzede 1 Mayıs öncesi işsizlik yüzde 68 , Batı Şeriada yüzde 28",Turkey,20260430T154500Z,https://www.aa.com.tr/tr/ekonomi/gazzede-1-mayis-oncesi-issizlik-yuzde-68-bati-seriada-yuzde-28-/3923361
"BM yetkilisi , işgal altındaki Filistin topraklarına saldırıların  endişe verici oranda  arttığını belirtti",Turkey,20260325T041500Z,https://www.trthaber.com/haber/dunya/bm-yetkilisi-isgal-altindaki-filistin-topraklarina-saldirilarin-endise-verici-oranda-arttigini-belirtti-938966.html
Conflit israélo - palestinien - Larmée israélienne annonce quun suspect a été neutralisé dans une colonie en Cisjordanie,Belgium,20260418T064500Z,https://www.dhnet.be/dernieres-depeches/2026/04/18/conflit-israelo-palestinien-larmee-israelienne-annonce-quun-suspect-a-ete-neutralise-dans-une-colonie-en-cisjordanie-ZWVURKLYDFG5TEYINCCHWY4T7I/
وسط غياب رسمي لحماس : ماذا نعرف عن الانتخابات المحلية في الضفة الغربية وغزة ؟ ,Syria,20260426T171500Z,https://elaph.com/Web/News/2026/04/1595013.html
Cisjordanie  : cinq Palestiniens blessés lors dune attaque par des colons israéliens,France,20260314T140000Z,https://www.sudouest.fr/international/moyen-orient/israel/cisjordanie-cinq-palestiniens-blesses-lors-d-une-attaque-par-des-colons-israeliens-28271742.php
"Filistin topraklarını gasbeden Siyonist yerleşimciler , bir Filistinlinin 150 büyükbaş hayvanını çaldı",Turkey,20260306T150000Z,https://www.haksozhaber.net/filistin-topraklarini-gasbeden-siyonist-yerlesimciler-bir-filistinlinin-150-buyukbas-201005h.htm
"İsrail askerleri , işgal altındaki Batı Şeriada bir Filistinliyi yaraladı",Turkey,20260327T211500Z,https://www.haberler.com/guncel/israil-askerlerinin-beytullahim-de-actigi-atesle-filistinli-genc-yaralandi-19694566-haberi/
パレスチナ自治体選挙 、 ガザでは20年ぶり実施 大半地区でファタハ系が勝利,United States,20260427T004500Z,https://jp.reuters.com/world/security/HUPTP5323JIVPCQCOXB5LQFRNE-2026-04-26/
Mısır : Filistin yönetiminin Gazzeye dönüşüne hazırlık için Gazze Yönetimi Ulusal Komitesini destekliyoruz,Turkey,20260211T161500Z,https://www.haberler.com/guncel/misir-gazze-yonetimi-ne-destek-verdi-19558729-haberi/
Gaza : premier scrutin depuis la guerre pour les Palestiniens,Switzerland,20260425T071500Z,https://www.24heures.ch/gaza-premier-scrutin-depuis-la-guerre-pour-les-palestiniens-705375552599
"Filistin topraklarını gasbeden İsraillilerin , Batı Şeriada başından yaraladığı Filistinli hayatını kaybetti",Turkey,20260326T203000Z,https://www.haberler.com/guncel/israil-in-saldirisinda-bir-filistinli-hayatini-kaybetti-19691725-haberi/
沙特 、 埃及 、 约旦 、 土耳其 、 巴西 、 法国 、 丹麦 、 芬兰等19国发表联合声明,China,20260224T010000Z,https://baijiahao.baidu.com/s?id=1857961692711088596
Cumhurbaşkanı Erdoğandan açıklamalar,Turkey,20260309T174500Z,https://www.haberturk.com/son-dakika-cumhurbaskani-erdogan-dan-aciklamalar-3868364
Batı Şeriada 2 Filistinli hayatını kaybetti,Turkey,20260308T073000Z,https://www.ensonhaber.com/gundem/bati-seriada-2-filistinli-hayatini-kaybetti
沙特 、 埃及 、 约旦 、 土耳其 、 巴西 、 法国 、 丹麦 、 芬兰等19国发表联合声明 _ 东方财富网,China,20260224T010000Z,https://finance.eastmoney.com/a/202602243652121443.html
约旦河西岸多地民众抗议以色列通过  巴勒斯坦人死刑法案 _ 中国网,China,20260401T203000Z,http://news.china.com.cn/2026-04/02/content_118414999.shtml
"Trump bizalmasa olyat mondott a határokról , amitől azonnal kigyulladt a piros lámpa a térségben",Hungary,20260222T134500Z,https://www.portfolio.hu/global/20260222/trump-bizalmasa-olyat-mondott-a-hatarokrol-amitol-azonnal-kigyulladt-a-piros-lampa-a-tersegben-819606
"İsrail askerleri Batı Şeriada 2 Filistinliyi yaraladı , 8 kişiyi gözaltına aldı",Turkey,20260412T100000Z,https://www.haberler.com/guncel/israil-askerleri-bati-seria-da-2-filistinliyi-19741839-haberi/
"İsrail askerleri Batı Şeriada 2 Filistinliyi yaraladı , 8 kişiyi gözaltına aldı",Turkey,20260412T103000Z,https://www.internethaber.com/israil-askerleri-bati-seriada-2-filistinliyi-yaraladi-8-kisiyi-gozaltina-aldi-2439063h.htm
"Filistin topraklarını gasbeden İsrailliler , Batı Şeriada Filistinli genci öldüresiye darbetti",Turkey,20260404T233000Z,https://www.haberler.com/guncel/israil-in-kusra-beldesine-saldirisi-bir-filistinli-genc-hastaneye-kaldirildi-19717589-haberi/
"İsrail askerleri , işgal altındaki Doğu Kudüste 2 Filistinliyi öldürdü",Turkey,20260327T144500Z,https://www.aa.com.tr/tr/dunya/israil-askerleri-isgal-altindaki-dogu-kuduste-2-filistinliyi-oldurdu/3881205
"Kallas , Orta Doğudaki durumun  dikkatleri Gazze ve Batı Şeriadan uzaklaştırdığını  belirtti",Turkey,20260316T190000Z,http://www.haberler.com/guncel/ab-temsilcisi-kaja-kallas-ortadogu-daki-savas-gazze-ve-bati-seria-daki-durumu-golgede-birakiyor-19663610-haberi/
"Kallas , Orta Doğudaki durumun  dikkatleri Gazze ve Batı Şeriadan uzaklaştırdığını  belirtti",Turkey,20260316T190000Z,https://www.haberler.com/guncel/ab-temsilcisi-kaja-kallas-ortadogu-daki-savas-gazze-ve-bati-seria-daki-durumu-golgede-birakiyor-19663610-haberi/
以色列屯民縱火襲約旦河西岸村莊 以軍譴責暴力 | 國際,Taiwan,20260323T034500Z,https://www.cna.com.tw/news/aopl/202603230019.aspx
以色列屯民縱火襲約旦河西岸村莊 以軍譴責暴力 | 國際,Taiwan,20260323T031500Z,https://www.cna.com.tw:443/news/aopl/202603230019.aspx
Filistinli lider Bergusi :  İsrail savaşla meşguliyeti fırsat bilerek Filistindeki ihlallerini artırıyor  ,Turkey,20260328T114500Z,https://www.haberler.com/guncel/israil-in-filistin-ihlalleri-artiyor-19695484-haberi/
عباس يطالب بتحرك دولي لوقف تدهور الأوضاع في الضفة والقدس,Egypt,20260323T174500Z,https://www.shorouknews.com/news/view.aspx?cdate=23032026&id=0027ab7f-a44c-4cd1-ab8c-173f2e803bf5
Filistin Toprak Günü  nün 50 . yılında İsrailin Filistinsizleştirme stratejisi nasıl devam ediyor ? ,Turkey,20260330T104500Z,https://www.aa.com.tr/tr/analiz/filistin-toprak-gununun-50-yilinda-israilin-filistinsizlestirme-stratejisi-nasil-devam-ediyor/3884922
Batı Şeriada kanlı saldırı ! 2 Filistinli öldürüldü,Turkey,20260308T094500Z,https://www.radikal.com.tr/dunya/bati-seriada-kanli-saldiri-2-filistinli-olduruldu-27660/
Siyonist İsrail askerleri Batı Şeriada baskın düzenledi : 23 Filistinli gözaltına alındı,Turkey,20260331T103000Z,https://www.sabah.com.tr/dunya/siyonist-israil-askerleri-bati-seriada-baskin-duzenledi-23-filistinli-gozaltina-alindi-7554035
Filistin Toprak Günü 48  inci yılında Fiili işgalden resmi ilhaka,Turkey,20260330T101500Z,https://www.yeniakit.com.tr/haber/filistin-toprak-gunu-48inci-yilinda-fiili-isgalden-resmi-ilhaka-1992328.html
 Nettoyage ethnique  : des colons israéliens boutent le feu à des villages palestiniens en Cisjordanie occupée,Belgium,20260322T161500Z,https://www.rtl.be/actu/monde/international/nettoyage-ethnique-des-colons-israeliens-boutent-le-feu-des-villages/2026-03-22/article/783418
